gene	chr	s1	s2
Vitvi13g01389	chr13	21643631	21645132
Vitvi13g01390	chr13	21660297	21664968
Vitvi13g01391	chr13	21667014	21667172
Vitvi13g01393	chr13	21670509	21684127
Vitvi13g01394	chr13	21702672	21707198
Vitvi13g02318	chr13	21726840	21742442
Vitvi13g01395	chr13	21746220	21748484
Vitvi13g01396	chr13	21763513	21783564
Vitvi13g01398	chr13	21803760	21822443
Vitvi13g01400	chr13	21827865	21828801
Vitvi13g02319	chr13	21840010	21845290
Vitvi13g01401	chr13	21845949	21851584
Vitvi13g01402	chr13	21858277	21873529
Vitvi13g01403	chr13	21882560	21883438
Vitvi13g02320	chr13	21893864	21899746
Vitvi13g02321	chr13	21907512	21913274
Vitvi13g01404	chr13	21923387	21926049
Vitvi13g01405	chr13	21938550	21938682
Vitvi13g01406	chr13	21938806	21939003
Vitvi13g01407	chr13	21976090	21976796
Vitvi13g01408	chr13	22002900	22004074
Vitvi13g02322	chr13	22006013	22006294
Vitvi13g01409	chr13	22012700	22016677
Vitvi13g01413	chr13	22018744	22023827
Vitvi13g01414	chr13	22028579	22040332
Vitvi13g01415	chr13	22041470	22042087
Vitvi13g01416	chr13	22048371	22074264
Vitvi13g01417	chr13	22075909	22137911
Vitvi13g01420	chr13	22140298	22198289
Vitvi13g01422	chr13	22205794	22221743
Vitvi13g01423	chr13	22229259	22232112
Vitvi13g01424	chr13	22258047	22259394
Vitvi13g01425	chr13	22262478	22264544
Vitvi13g01426	chr13	22266454	22267392
Vitvi13g01427	chr13	22274445	22281400
Vitvi13g01428	chr13	22299445	22320142
Vitvi13g02323	chr13	22322059	22324866
Vitvi13g01429	chr13	22326131	22372923
Vitvi13g01433	chr13	22390102	22391695
Vitvi13g02324	chr13	22403654	22404489
Vitvi13g02325	chr13	22405097	22411098
Vitvi13g02326	chr13	22414737	22415461
Vitvi13g02327	chr13	22418343	22430511
Vitvi13g02328	chr13	22430512	22431552
Vitvi13g01434	chr13	22434483	22436716
Vitvi13g02329	chr13	22442839	22443306
Vitvi13g01435	chr13	22462678	22466355
Vitvi13g02330	chr13	22466379	22467349
Vitvi13g02331	chr13	22467666	22468947
Vitvi13g02332	chr13	22472591	22493684
Vitvi13g01436	chr13	22502138	22504579
Vitvi13g01437	chr13	22515529	22517870
Vitvi13g01871	chr13	22536868	22537387
Vitvi13g01439	chr13	22538253	22540812
Vitvi13g01868	chr13	22547944	22549113
Vitvi13g01440	chr13	22560637	22563116
Vitvi13g01441	chr13	22576687	22579112
Vitvi13g01872	chr13	22585090	22586257
Vitvi13g01443	chr13	22588302	22588617
Vitvi13g01877	chr13	22589414	22591902
Vitvi13g01869	chr13	22593617	22593907
Vitvi13g01444	chr13	22604760	22611537
Vitvi13g01445	chr13	22630715	22632966
Vitvi13g01446	chr13	22653986	22655299
Vitvi13g02333	chr13	22676227	22676733
Vitvi13g01447	chr13	22688928	22689080
Vitvi13g01448	chr13	22693003	22695510
Vitvi13g01449	chr13	22712004	22723364
Vitvi13g01450	chr13	22729226	22730967
Vitvi13g02334	chr13	22731803	22732192
Vitvi13g01451	chr13	22740519	22743003
Vitvi13g01452	chr13	22759033	22760945
Vitvi13g01453	chr13	22767955	22768392
Vitvi13g01454	chr13	22768553	22768729
Vitvi13g01455	chr13	22770689	22771709
Vitvi13g02335	chr13	22771991	22782726
Vitvi13g01456	chr13	22794662	22795405
Vitvi13g01457	chr13	22796292	22807496
Vitvi13g01458	chr13	22816726	22816905
Vitvi13g01459	chr13	22828077	22855018
Vitvi13g02336	chr13	22855232	22855833
Vitvi13g02337	chr13	22862522	22863968
Vitvi13g01460	chr13	22876947	22883529
Vitvi13g01461	chr13	22886752	22889834
Vitvi13g01462	chr13	22897266	22898704
Vitvi13g01463	chr13	22900614	22910889
Vitvi13g01464	chr13	22917791	22926694
Vitvi13g01466	chr13	22950938	22954524
Vitvi13g02338	chr13	22954671	22955821
Vitvi13g01467	chr13	22958785	22959381
Vitvi13g02339	chr13	22959849	22964144
Vitvi13g02340	chr13	22971467	22972025
Vitvi13g01468	chr13	22972016	22982482
Vitvi13g02341	chr13	23030063	23030617
Vitvi13g02342	chr13	23030728	23032436
Vitvi13g02343	chr13	23057228	23060035
Vitvi13g02344	chr13	23061203	23069455
Vitvi13g01470	chr13	23069603	23071464
Vitvi13g01471	chr13	23071677	23072256
Vitvi13g01472	chr13	23079143	23079664
Vitvi13g01473	chr13	23079886	23082660
Vitvi13g02345	chr13	23082884	23084255
Vitvi13g02346	chr13	23084253	23096763
Vitvi13g01474	chr13	23105559	23111262
Vitvi13g01475	chr13	23126149	23126522
Vitvi13g02347	chr13	23132763	23134707
Vitvi13g01476	chr13	23137902	23141102
Vitvi13g01478	chr13	23144901	23148135
Vitvi13g02348	chr13	23149735	23150538
Vitvi13g01479	chr13	23152504	23156732
Vitvi13g01480	chr13	23161429	23168234
Vitvi13g01481	chr13	23176042	23189888
Vitvi13g01482	chr13	23192157	23194831
Vitvi13g02349	chr13	23206194	23213176
Vitvi13g02350	chr13	23220923	23222077
Vitvi13g01483	chr13	23234678	23238626
Vitvi13g01484	chr13	23241853	23254329
Vitvi13g01485	chr13	23255720	23261956
Vitvi13g02351	chr13	23266681	23273148
Vitvi13g02352	chr13	23283190	23284978
Vitvi13g02353	chr13	23288410	23290821
Vitvi13g02354	chr13	23297737	23312937
Vitvi13g01486	chr13	23322696	23333077
Vitvi13g02355	chr13	23335220	23336072
Vitvi13g02356	chr13	23339344	23340039
Vitvi13g01487	chr13	23340124	23340291
Vitvi13g01488	chr13	23341831	23352592
Vitvi13g01489	chr13	23355899	23361885
Vitvi13g01490	chr13	23377909	23381253
Vitvi13g01491	chr13	23382698	23386875
Vitvi13g02357	chr13	23393438	23400015
Vitvi13g02358	chr13	23400016	23401072
Vitvi13g02359	chr13	23402028	23408218
Vitvi13g02360	chr13	23409872	23413672
Vitvi13g02361	chr13	23417959	23423476
Vitvi13g01492	chr13	23436761	23493726
Vitvi13g01495	chr13	23512873	23513596
Vitvi13g01496	chr13	23530123	23538069
Vitvi13g01497	chr13	23542601	23543349
Vitvi13g02362	chr13	23547607	23552536
Vitvi13g02363	chr13	23556601	23560875
Vitvi13g02364	chr13	23569900	23575428
Vitvi13g01499	chr13	23576354	23579873
Vitvi13g01500	chr13	23588661	23594224
Vitvi13g02365	chr13	23609550	23610153
Vitvi13g02366	chr13	23615956	23616764
Vitvi13g02367	chr13	23617132	23617773
Vitvi13g02368	chr13	23622788	23624471
Vitvi13g01501	chr13	23630461	23630934
Vitvi13g01502	chr13	23632005	23632787
Vitvi13g01503	chr13	23632965	23634405
Vitvi13g02369	chr13	23636111	23640405
Vitvi13g01504	chr13	23646273	23646470
Vitvi13g02370	chr13	23655514	23664981
Vitvi13g01505	chr13	23677570	23683432
Vitvi13g01506	chr13	23686178	23688864
Vitvi13g02371	chr13	23690900	23695174
Vitvi13g02372	chr13	23704133	23704940
Vitvi13g02373	chr13	23711704	23712262
Vitvi13g02374	chr13	23721479	23722144
Vitvi13g02375	chr13	23725370	23727494
Vitvi13g01507	chr13	23811929	23812743
Vitvi13g02376	chr13	23814290	23816728
Vitvi13g01508	chr13	23835304	23844289
Vitvi13g02377	chr13	23844919	23845734
Vitvi13g02378	chr13	23862079	23862946
Vitvi13g02379	chr13	23865127	23865659
Vitvi13g02380	chr13	23866561	23866803
Vitvi13g02381	chr13	23893613	23897886
Vitvi13g02382	chr13	23930175	23930944
Vitvi13g02383	chr13	23933959	23937831
Vitvi13g01509	chr13	23952028	23952530
Vitvi13g01510	chr13	23961977	23965856
Vitvi13g02384	chr13	23983795	23984460
Vitvi13g02385	chr13	23990157	23990761
Vitvi13g01511	chr13	24006560	24006727
Vitvi13g02386	chr13	24017035	24021296
Vitvi13g02387	chr13	24059773	24060084
Vitvi13g02388	chr13	24060845	24061316
Vitvi13g01512	chr13	24061728	24062878
Vitvi13g02389	chr13	24063185	24063656
Vitvi13g02390	chr13	24064540	24080166
Vitvi13g02391	chr13	24094789	24095544
Vitvi13g02392	chr13	24104101	24108403
Vitvi13g01513	chr13	24112716	24113401
Vitvi13g01514	chr13	24135369	24138324
Vitvi13g02393	chr13	24146741	24147406
Vitvi13g01515	chr13	24170722	24173167
Vitvi13g02394	chr13	24178134	24187819
Vitvi13g02395	chr13	24191041	24191473
Vitvi13g01516	chr13	24203069	24206882
Vitvi13g02396	chr13	24222622	24225061
Vitvi13g02397	chr13	24243624	24244159
Vitvi13g02398	chr13	24278443	24282524
Vitvi13g02399	chr13	24285794	24288093
Vitvi13g02400	chr13	24311115	24315046
Vitvi13g01517	chr13	24316558	24317128
Vitvi13g01518	chr13	24317645	24319198
Vitvi13g01519	chr13	24325462	24327011
Vitvi13g02401	chr13	24334598	24336078
Vitvi13g01520	chr13	24336343	24358138
Vitvi13g01522	chr13	24358792	24359429
Vitvi13g01523	chr13	24359478	24359990
Vitvi13g01524	chr13	24361848	24362312
Vitvi13g01525	chr13	24364241	24364958
Vitvi13g01526	chr13	24375182	24377655
Vitvi13g01527	chr13	24379716	24380149
Vitvi13g01528	chr13	24381881	24382063
Vitvi13g01529	chr13	24430921	24437423
Vitvi13g02402	chr13	24442414	24450753
Vitvi13g01530	chr13	24458682	24465224
Vitvi13g02403	chr13	24469411	24474389
Vitvi13g02404	chr13	24480452	24482515
Vitvi13g01531	chr13	24497593	24498082
Vitvi13g02405	chr13	24503062	24503727
Vitvi13g02406	chr13	24513550	24514880
Vitvi13g02407	chr13	24519629	24533574
Vitvi13g02408	chr13	24539280	24540607
Vitvi13g02409	chr13	24551958	24560137
Vitvi13g01532	chr13	24565100	24570833
Vitvi13g02410	chr13	24578984	24588284
Vitvi13g02411	chr13	24601595	24606233
Vitvi13g02412	chr13	24617123	24617668
Vitvi13g02413	chr13	24621568	24625244
Vitvi13g01533	chr13	24643072	24645939
Vitvi13g02414	chr13	24659863	24669484
Vitvi13g01534	chr13	24677456	24687427
Vitvi13g01535	chr13	24692990	24704061
Vitvi13g02415	chr13	24714681	24716002
Vitvi13g01536	chr13	24724342	24731952
Vitvi13g01537	chr13	24732416	24736553
Vitvi13g02416	chr13	24742086	24745110
Vitvi13g01538	chr13	24745221	24747824
Vitvi13g02417	chr13	24749284	24761165
Vitvi13g01539	chr13	24763798	24768023
Vitvi13g02418	chr13	24768303	24771150
Vitvi13g01540	chr13	24775619	24781298
Vitvi13g01541	chr13	24781343	24807283
Vitvi13g01542	chr13	24811627	24826463
Vitvi13g01544	chr13	24827822	24828397
Vitvi13g01545	chr13	24834000	24837455
Vitvi13g02419	chr13	24838451	24845079
Vitvi13g01546	chr13	24846069	24856338
Vitvi13g02420	chr13	24875834	24878320
Vitvi13g02421	chr13	24886405	24888429
Vitvi13g01548	chr13	24888821	24890550
Vitvi13g01549	chr13	24897991	24898143
Vitvi13g01550	chr13	24905916	24909956
Vitvi13g01551	chr13	24916434	24923123
Vitvi13g01552	chr13	24926054	24931305
Vitvi13g01553	chr13	24942584	24945909
Vitvi13g01554	chr13	24947949	24952376
Vitvi13g01555	chr13	24954084	24954912
Vitvi13g01556	chr13	24957576	24959012
Vitvi13g02422	chr13	24971220	24983995
Vitvi13g01557	chr13	24985445	24988560
Vitvi13g01558	chr13	24989764	25013876
Vitvi13g02423	chr13	25016681	25018943
Vitvi13g01559	chr13	25028051	25029832
Vitvi13g01560	chr13	25037201	25039232
Vitvi13g02424	chr13	25049452	25051843
Vitvi13g01561	chr13	25053186	25053608
Vitvi13g01562	chr13	25059928	25060849
Vitvi13g01563	chr13	25075133	25077408
Vitvi13g01564	chr13	25081855	25083625
Vitvi13g02425	chr13	25090890	25091225
Vitvi13g01565	chr13	25112761	25119618
Vitvi13g02426	chr13	25126436	25129248
Vitvi13g01566	chr13	25136470	25138706
Vitvi13g02427	chr13	25141101	25142032
Vitvi13g02428	chr13	25145150	25145488
Vitvi13g01567	chr13	25148213	25148971
Vitvi13g01568	chr13	25149970	25151677
Vitvi13g02429	chr13	25156469	25157218
Vitvi13g02430	chr13	25158925	25159866
Vitvi13g02431	chr13	25169035	25169843
Vitvi13g02432	chr13	25178102	25178605
Vitvi13g01569	chr13	25217872	25221535
Vitvi13g01570	chr13	25224674	25226522
Vitvi13g01571	chr13	25229745	25236417
Vitvi13g01572	chr13	25248673	25256664
Vitvi13g01573	chr13	25257586	25259173
Vitvi13g02433	chr13	25259423	25259578
Vitvi13g01574	chr13	25259646	25262531
Vitvi13g02434	chr13	25262793	25265636
Vitvi13g01575	chr13	25266183	25274268
Vitvi13g01576	chr13	25277156	25278904
Vitvi13g02435	chr13	25283468	25288863
Vitvi13g01577	chr13	25289370	25289600
Vitvi13g02436	chr13	25291887	25292525
Vitvi13g01578	chr13	25295174	25300041
Vitvi13g01579	chr13	25308394	25319491
Vitvi13g01582	chr13	25345245	25349091
Vitvi13g01583	chr13	25356135	25369182
Vitvi13g02437	chr13	25407707	25408366
Vitvi13g02438	chr13	25412617	25413899
Vitvi13g02439	chr13	25421823	25426394
Vitvi13g02440	chr13	25430192	25431018
Vitvi13g01584	chr13	25431381	25461488
Vitvi13g02441	chr13	25467800	25468009
Vitvi13g01585	chr13	25480479	25480971
Vitvi13g01586	chr13	25481533	25483832
Vitvi13g01587	chr13	25489519	25491034
Vitvi13g01588	chr13	25512262	25512862
Vitvi13g01589	chr13	25514756	25515680
Vitvi13g01590	chr13	25516007	25517519
Vitvi13g01591	chr13	25523822	25523989
Vitvi13g01592	chr13	25524521	25524912
Vitvi13g01593	chr13	25534421	25534615
Vitvi13g01594	chr13	25535718	25537160
Vitvi13g01595	chr13	25539136	25541454
Vitvi13g02442	chr13	25543832	25544358
Vitvi13g01596	chr13	25544977	25549570
Vitvi13g01597	chr13	25551605	25552300
Vitvi13g01598	chr13	25562921	25563535
Vitvi13g02443	chr13	25566883	25569635
Vitvi13g01599	chr13	25572908	25575447
Vitvi13g01600	chr13	25575503	25577404
Vitvi13g02444	chr13	25601850	25604866
Vitvi13g01601	chr13	25621765	25648313
Vitvi13g01603	chr13	25651123	25654726
Vitvi13g02445	chr13	25657331	25663549
Vitvi13g01604	chr13	25682855	25683291
Vitvi13g01605	chr13	25684061	25688390
Vitvi13g01606	chr13	25702458	25702769
Vitvi13g01607	chr13	25702837	25705174
Vitvi13g01608	chr13	25710516	25712076
Vitvi13g02446	chr13	25715223	25718401
Vitvi13g01609	chr13	25719821	25721674
Vitvi13g01610	chr13	25748146	25753317
Vitvi13g01611	chr13	25770941	25790068
Vitvi13g01612	chr13	25791876	25796144
Vitvi13g01613	chr13	25797418	25807884
Vitvi13g02447	chr13	25811169	25813502
Vitvi13g01614	chr13	25819205	25822550
Vitvi13g02448	chr13	25833929	25835146
Vitvi13g02449	chr13	25840195	25840968
Vitvi13g01616	chr13	25844579	25850422
Vitvi13g02450	chr13	25851451	25853446
Vitvi13g02451	chr13	25866468	25866985
Vitvi13g01617	chr13	25870805	25874584
Vitvi13g01618	chr13	25882311	25883833
Vitvi13g02452	chr13	25883864	25886744
Vitvi13g02453	chr13	25886888	25890496
Vitvi13g02454	chr13	25890592	25891184
Vitvi13g01620	chr13	25895031	25899077
Vitvi13g01621	chr13	25903197	25924706
Vitvi13g01622	chr13	25927778	25932952
Vitvi13g01623	chr13	25935411	25938877
Vitvi13g01625	chr13	25940629	25943409
Vitvi13g01626	chr13	25945980	25947398
Vitvi13g01627	chr13	25951854	25967494
Vitvi13g01628	chr13	25974895	25976591
Vitvi13g01629	chr13	25984194	25992184
Vitvi13g01630	chr13	25996779	25997356
Vitvi13g02455	chr13	25998044	25998670
Vitvi13g01631	chr13	25998671	25998823
Vitvi13g02456	chr13	26003944	26005460
Vitvi13g01632	chr13	26005501	26005656
Vitvi13g01861	chr13	26016002	26024480
Vitvi13g02457	chr13	26025174	26026112
Vitvi13g01633	chr13	26037221	26041368
Vitvi13g01634	chr13	26042830	26049743
Vitvi13g01635	chr13	26051037	26051864
Vitvi13g01636	chr13	26056266	26066315
Vitvi13g02458	chr13	26067117	26067890
Vitvi13g02459	chr13	26068746	26072172
Vitvi13g01637	chr13	26082075	26082232
Vitvi13g01638	chr13	26084338	26089844
Vitvi13g02460	chr13	26094198	26095058
Vitvi13g01639	chr13	26116092	26117178
Vitvi13g01640	chr13	26119739	26128061
Vitvi13g01641	chr13	26129823	26130721
Vitvi13g02461	chr13	26131153	26131731
Vitvi13g01642	chr13	26142064	26145399
Vitvi13g01643	chr13	26150546	26154912
Vitvi13g01645	chr13	26163684	26182388
Vitvi13g01647	chr13	26185289	26213059
Vitvi13g02462	chr13	26223717	26225122
Vitvi13g02463	chr13	26226952	26228023
Vitvi13g02464	chr13	26229967	26236129
Vitvi13g02465	chr13	26250715	26260737
Vitvi13g02466	chr13	26266106	26278761
Vitvi13g02467	chr13	26280378	26289742
Vitvi13g01648	chr13	26292435	26294576
Vitvi13g02468	chr13	26294895	26296113
Vitvi13g01649	chr13	26296114	26302631
Vitvi13g01650	chr13	26305739	26310622
Vitvi13g01651	chr13	26311023	26365294
Vitvi13g01652	chr13	26368131	26369065
Vitvi13g01653	chr13	26372531	26375716
Vitvi13g01654	chr13	26376910	26382702
Vitvi13g01655	chr13	26391291	26391885
Vitvi13g01656	chr13	26392316	26416454
Vitvi13g02469	chr13	26417617	26420604
Vitvi13g01657	chr13	26428655	26428855
Vitvi13g01658	chr13	26432863	26433460
Vitvi13g02470	chr13	26433837	26443087
Vitvi13g01659	chr13	26450688	26453066
Vitvi13g02471	chr13	26453453	26462298
Vitvi13g01660	chr13	26479093	26481443
Vitvi13g02472	chr13	26481444	26482863
Vitvi13g01661	chr13	26482864	26500392
Vitvi13g01663	chr13	26500708	26501097
Vitvi13g02473	chr13	26510395	26512539
Vitvi13g01664	chr13	26512715	26513195
Vitvi13g01665	chr13	26516058	26519457
Vitvi13g02474	chr13	26519740	26531797
Vitvi13g01666	chr13	26532048	26533675
Vitvi13g01667	chr13	26533919	26543327
Vitvi13g02475	chr13	26545649	26557949
Vitvi13g01669	chr13	26558625	26577796
Vitvi13g01670	chr13	26580264	26604788
Vitvi13g01672	chr13	26605641	26611196
Vitvi13g01673	chr13	26616693	26623810
Vitvi13g01674	chr13	26646955	26660192
Vitvi13g01675	chr13	26662715	26662864
Vitvi13g02476	chr13	26664012	26665382
Vitvi13g01676	chr13	26676207	26677402
Vitvi13g01679	chr13	26697693	26697905
Vitvi13g01680	chr13	26700081	26702892
Vitvi13g02477	chr13	26705120	26707044
Vitvi13g01681	chr13	26725745	26726060
Vitvi13g01682	chr13	26732384	26734480
Vitvi13g01684	chr13	26742548	26748336
Vitvi13g01685	chr13	26749473	26753991
Vitvi13g01686	chr13	26754453	26757485
Vitvi13g01687	chr13	26761428	26774662
Vitvi13g01688	chr13	26776098	26776675
Vitvi13g01689	chr13	26779924	26780082
Vitvi13g02478	chr13	26780598	26781225
Vitvi13g01690	chr13	26782815	26787562
Vitvi13g01691	chr13	26792917	26802076
Vitvi13g01692	chr13	26844354	26844643
Vitvi13g01693	chr13	26865228	26865460
Vitvi13g02479	chr13	26869214	26870635
Vitvi13g02480	chr13	26873354	26874366
Vitvi13g02481	chr13	26874486	26875610
Vitvi13g02482	chr13	26876895	26877298
Vitvi13g01694	chr13	26887039	26887400
Vitvi13g01695	chr13	26892129	26896792
Vitvi13g02483	chr13	26906324	26908933
Vitvi13g01696	chr13	26911527	26914745
Vitvi13g01697	chr13	26915640	26917204
Vitvi13g01698	chr13	26919072	26921420
Vitvi13g02484	chr13	26928855	26940498
Vitvi13g02485	chr13	26942537	26948746
Vitvi13g02486	chr13	26949303	26950175
Vitvi13g01699	chr13	26951632	26958640
Vitvi13g01700	chr13	26960019	26965610
Vitvi13g01701	chr13	26968969	26969998
Vitvi13g02487	chr13	26976145	26976504
Vitvi13g01702	chr13	26977262	26985298
Vitvi13g01703	chr13	26987691	27024596
Vitvi13g01704	chr13	27028681	27028998
Vitvi13g01705	chr13	27029137	27031318
Vitvi13g01707	chr13	27034567	27038275
Vitvi13g01708	chr13	27038868	27039900
Vitvi13g01709	chr13	27044292	27057502
Vitvi13g01710	chr13	27057587	27061716
Vitvi13g01711	chr13	27063017	27094427
Vitvi13g02488	chr13	27096590	27097136
Vitvi13g01712	chr13	27097997	27098548
Vitvi13g01713	chr13	27098868	27104818
Vitvi13g02489	chr13	27108278	27108532
Vitvi13g01715	chr13	27113247	27113551
Vitvi13g01716	chr13	27114655	27114816
Vitvi13g01717	chr13	27116479	27116658
Vitvi13g01718	chr13	27119480	27120037
Vitvi13g02490	chr13	27124389	27124580
Vitvi13g01719	chr13	27125257	27126143
Vitvi13g02491	chr13	27140138	27147392
Vitvi13g01720	chr13	27149028	27155918
Vitvi13g02492	chr13	27159648	27175571
Vitvi13g01722	chr13	27178532	27180392
Vitvi13g02493	chr13	27186843	27194300
Vitvi13g02494	chr13	27194999	27207969
Vitvi13g02495	chr13	27219088	27219789
Vitvi13g02496	chr13	27222832	27224932
Vitvi13g01723	chr13	27226841	27227014
Vitvi13g02497	chr13	27240454	27255158
Vitvi13g01724	chr13	27266534	27275662
Vitvi13g02498	chr13	27281513	27282710
Vitvi13g02499	chr13	27284113	27284205
Vitvi13g01725	chr13	27304950	27305114
Vitvi13g02500	chr13	27305126	27315326
Vitvi13g02501	chr13	27323210	27325902
Vitvi13g01726	chr13	27335018	27336165
Vitvi13g02502	chr13	27337523	27349817
Vitvi13g01727	chr13	27351937	27360596
Vitvi13g01728	chr13	27372829	27375947
Vitvi13g01729	chr13	27376782	27385613
Vitvi13g02503	chr13	27387565	27416424
Vitvi13g01730	chr13	27417746	27420355
Vitvi13g01731	chr13	27426937	27435606
Vitvi13g02504	chr13	27436439	27438889
Vitvi13g02505	chr13	27438890	27441345
Vitvi13g01732	chr13	27453718	27457444
Vitvi13g01733	chr13	27468371	27468683
Vitvi13g01734	chr13	27470554	27475900
Vitvi13g01735	chr13	27479063	27486175
Vitvi13g01736	chr13	27491196	27495752
Vitvi13g01737	chr13	27515950	27517520
Vitvi13g01738	chr13	27523808	27533581
Vitvi13g01739	chr13	27534226	27536093
Vitvi13g01740	chr13	27536209	27558703
Vitvi13g01742	chr13	27566742	27568716
Vitvi13g01743	chr13	27569067	27571981
Vitvi13g01744	chr13	27586194	27590760
Vitvi13g02506	chr13	27590761	27593039
Vitvi13g01745	chr13	27600906	27605054
Vitvi13g01746	chr13	27605129	27605350
Vitvi13g01747	chr13	27607670	27608610
Vitvi13g01748	chr13	27636322	27639709
Vitvi13g02507	chr13	27641988	27644677
Vitvi13g01749	chr13	27645453	27646350
Vitvi13g01750	chr13	27649077	27656852
Vitvi13g02508	chr13	27659434	27659815
Vitvi13g02509	chr13	27667454	27667906
Vitvi13g02510	chr13	27672779	27673740
Vitvi13g01752	chr13	27680761	27680916
Vitvi13g02511	chr13	27681673	27682477
Vitvi13g02512	chr13	27688724	27689161
Vitvi13g02513	chr13	27690269	27704433
Vitvi13g02514	chr13	27707455	27709664
Vitvi13g01753	chr13	27712768	27735784
Vitvi13g02515	chr13	27740205	27741812
Vitvi13g02516	chr13	27743146	27743567
Vitvi13g02517	chr13	27746317	27746836
Vitvi13g02518	chr13	27747772	27749021
Vitvi13g01754	chr13	27753240	27768511
Vitvi13g01755	chr13	27771085	27777490
Vitvi13g01756	chr13	27780294	27781246
Vitvi13g01757	chr13	27784860	27790108
Vitvi13g01758	chr13	27793379	27796428
Vitvi13g01759	chr13	27797796	27801777
Vitvi13g01760	chr13	27806162	27807232
Vitvi13g01761	chr13	27816165	27819819
Vitvi13g01762	chr13	27824562	27830061
Vitvi13g01763	chr13	27840090	27840350
Vitvi13g01764	chr13	27843750	27846488
Vitvi13g01765	chr13	27853030	27862684
Vitvi13g02519	chr13	27870115	27871402
Vitvi13g01766	chr13	27872685	27875706
Vitvi13g02520	chr13	27875925	27876872
Vitvi13g01767	chr13	27877196	27881574
Vitvi13g01768	chr13	27883774	27884460
Vitvi13g01769	chr13	27890322	27918985
Vitvi13g01770	chr13	27921052	27933476
Vitvi13g01771	chr13	27934519	27936507
